epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,3902.96,1.21406,1.20464,0.9609,0.78127,0.7788,0.82315,0.49409,1.22898,1.05928,0.98306,0.0006932,0.0006932,0.0006932
35,4017.47,1.21132,1.18787,0.9609,0.72803,0.77328,0.79988,0.47384,1.23477,1.03697,0.98349,0.0006536,0.0006536,0.0006536
36,4132.55,1.21084,1.22978,0.95443,0.76464,0.79252,0.82466,0.49241,1.23336,1.02042,0.9818,0.000614,0.000614,0.000614
37,4247.5,1.20517,1.20141,0.95704,0.72781,0.75056,0.79838,0.47385,1.22704,1.027,0.98113,0.0005744,0.0005744,0.0005744
38,4362.26,1.1951,1.19516,0.95181,0.73796,0.79353,0.80622,0.48177,1.22484,1.00929,0.98377,0.0005348,0.0005348,0.0005348
39,4476.63,1.19949,1.16379,0.95105,0.75076,0.82269,0.82432,0.49448,1.20671,0.85931,0.97636,0.0004952,0.0004952,0.0004952
40,4591.41,1.19871,1.14507,0.95173,0.74894,0.76517,0.81646,0.50081,1.20532,0.98801,0.97719,0.0004556,0.0004556,0.0004556
41,4705.02,1.20225,1.20631,0.9666,0.74106,0.75071,0.79461,0.47276,1.22268,1.04016,0.98356,0.000416,0.000416,0.000416
42,4817.65,1.19301,2.56944,0.9607,0.76471,0.70332,0.8019,0.48271,1.23016,1.16018,0.9841,0.0003764,0.0003764,0.0003764
43,4929.58,1.17673,6.54546,0.95524,0.73361,0.7646,0.80952,0.48498,1.22127,0.94789,0.98361,0.0003368,0.0003368,0.0003368
44,5042.07,1.17634,2.90559,0.95504,0.71835,0.7338,0.78738,0.4688,1.22155,1.02678,0.98284,0.0002972,0.0002972,0.0002972
45,5154.17,1.17736,1.10326,0.95711,0.74914,0.70998,0.79355,0.47796,1.21934,1.14563,0.98247,0.0002576,0.0002576,0.0002576
46,5266.16,1.16739,5.52589,0.95226,0.72292,0.76525,0.80332,0.47924,1.22147,0.99055,0.98162,0.000218,0.000218,0.000218
47,5377.99,1.16939,3.69439,0.95425,0.73772,0.73233,0.79119,0.47363,1.21844,1.09032,0.98072,0.0001784,0.0001784,0.0001784
48,5490.2,1.17744,1.0823,0.9584,0.71898,0.70911,0.77818,0.4671,1.21021,1.14372,0.97769,0.0001388,0.0001388,0.0001388
49,5602.05,1.16254,4.55995,0.94856,0.71654,0.71663,0.78262,0.47035,1.21405,1.07556,0.97976,9.92e-05,9.92e-05,9.92e-05
50,5713.89,1.16276,1.03203,0.95335,0.70596,0.69892,0.7675,0.46111,1.21905,1.145,0.98188,5.96e-05,5.96e-05,5.96e-05
