epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,2130.4,1.38212,5.15983,1.03684,0,0,0,0,nan,nan,nan,0.0012872,0.0012872,0.0012872
20,2241.95,1.35088,5.76791,1.0115,0,0,0,0,nan,nan,nan,0.0012476,0.0012476,0.0012476
21,2352.87,1.35285,6.08464,1.02292,0,0,0,0,nan,nan,nan,0.001208,0.001208,0.001208
22,2463.76,1.33758,6.0189,1.03516,0,0,0,0,nan,nan,nan,0.0011684,0.0011684,0.0011684
23,2574.82,1.35227,6.0712,1.03996,0,0,0,0,nan,nan,nan,0.0011288,0.0011288,0.0011288
24,2685.55,1.33854,5.80545,1.03808,0,0,0,0,nan,nan,nan,0.0010892,0.0010892,0.0010892
25,2796.27,1.3581,6.69102,1.03575,0,0,0,0,nan,nan,nan,0.0010496,0.0010496,0.0010496
26,2906.95,1.33917,5.80636,1.04192,0,0,0,0,nan,nan,nan,0.00101,0.00101,0.00101
27,3017.57,1.29343,6.74492,1.01052,0,0,0,0,nan,nan,nan,0.0009704,0.0009704,0.0009704
28,3128.03,1.30825,5.76967,1.00904,0,0,0,0,nan,nan,nan,0.0009308,0.0009308,0.0009308
29,3238.81,1.34626,4.84845,1.04353,0,0,0,0,nan,nan,nan,0.0008912,0.0008912,0.0008912
30,3349.59,1.33557,7.43897,1.04774,0,0,0,0,nan,nan,nan,0.0008516,0.0008516,0.0008516
31,3459.83,1.28063,7.39653,1.00833,0,0,0,0,nan,nan,nan,0.000812,0.000812,0.000812
32,3570.51,1.3227,5.09952,1.03,0,0,0,0,nan,nan,nan,0.0007724,0.0007724,0.0007724
33,3680.99,1.33451,6.01806,1.04249,0,0,0,0,nan,nan,nan,0.0007328,0.0007328,0.0007328
34,3791.49,1.29041,6.32419,1.00168,0,0,0,0,nan,nan,nan,0.0006932,0.0006932,0.0006932
35,3901.93,1.32289,5.52579,1.02962,0,0,0,0,nan,nan,nan,0.0006536,0.0006536,0.0006536
36,4012.8,1.30138,6.58547,1.00511,0,0,0,0,nan,nan,nan,0.000614,0.000614,0.000614
37,4123.45,1.24957,7.20856,0.99095,0,0,0,0,nan,nan,nan,0.0005744,0.0005744,0.0005744
38,4234.13,1.2998,5.30752,1.01917,0,0,0,0,nan,nan,nan,0.0005348,0.0005348,0.0005348
39,4344.34,1.28856,7.66884,1.00137,0,0,0,0,nan,nan,nan,0.0004952,0.0004952,0.0004952
40,4454.99,1.30988,4.72794,1.03411,0,0,0,0,nan,nan,nan,0.0004556,0.0004556,0.0004556
41,4565.81,0.97018,10.1815,0.77206,0,0,0,0,nan,nan,nan,0.000416,0.000416,0.000416
42,4675.1,0.95667,3.22733,0.77484,0,0,0,0,nan,nan,nan,0.0003764,0.0003764,0.0003764
43,4784.11,0.91277,3.11731,0.73128,0,0,0,0,nan,nan,nan,0.0003368,0.0003368,0.0003368
44,4893.14,0.93156,3.1919,0.74955,0,0,0,0,nan,nan,nan,0.0002972,0.0002972,0.0002972
45,5002.38,0.89919,3.12377,0.73099,0,0,0,0,nan,nan,nan,0.0002576,0.0002576,0.0002576
46,5111.1,0.87099,3.07646,0.7052,0,0,0,0,nan,nan,nan,0.000218,0.000218,0.000218
47,5219.93,0.85587,3.00239,0.68974,0,0,0,0,nan,nan,nan,0.0001784,0.0001784,0.0001784
48,5328.96,0.90137,3.13119,0.73753,0,0,0,0,nan,nan,nan,0.0001388,0.0001388,0.0001388
49,5437.83,0.86792,3.06783,0.71211,0,0,0,0,nan,nan,nan,9.92e-05,9.92e-05,9.92e-05
50,5546.92,0.90744,3.144,0.73895,0,0,0,0,nan,nan,nan,5.96e-05,5.96e-05,5.96e-05
