epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,1496,1.22489,0.60597,0.95823,0.85539,0.84215,0.91263,0.58077,1.18529,0.56817,0.98551,0.001406,0.001406,0.001406
17,1585.64,1.22681,0.6062,0.95698,0.84739,0.83723,0.90774,0.57506,1.20101,0.58153,0.99125,0.0013664,0.0013664,0.0013664
18,1675.97,1.2203,0.60349,0.95366,0.85628,0.84381,0.91349,0.58235,1.18036,0.56726,0.9867,0.0013268,0.0013268,0.0013268
19,1765.27,1.22381,0.60322,0.95334,0.8583,0.83742,0.9128,0.5803,1.18981,0.57498,0.98938,0.0012872,0.0012872,0.0012872
20,1855.28,1.21148,0.59878,0.95155,0.85855,0.83448,0.91013,0.5764,1.18791,0.56849,0.98413,0.0012476,0.0012476,0.0012476
21,1946.01,1.21509,0.59759,0.95178,0.86591,0.83419,0.91416,0.57911,1.19792,0.56431,0.98636,0.001208,0.001208,0.001208
22,2035.36,1.20459,0.59309,0.95049,0.85464,0.83889,0.90924,0.57731,1.18894,0.57395,0.98038,0.0011684,0.0011684,0.0011684
23,2125.32,1.19907,0.59152,0.94895,0.8558,0.83723,0.90903,0.57487,1.18816,0.57314,0.98689,0.0011288,0.0011288,0.0011288
24,2215.66,1.19836,0.58702,0.94878,0.85436,0.83882,0.91057,0.5757,1.18656,0.57032,0.98374,0.0010892,0.0010892,0.0010892
25,2304.76,1.19443,0.58426,0.94568,0.85681,0.83462,0.91099,0.57852,1.18775,0.56521,0.98717,0.0010496,0.0010496,0.0010496
26,2392.9,1.19014,0.58163,0.94657,0.85332,0.83781,0.90943,0.57658,1.1871,0.57148,0.98478,0.00101,0.00101,0.00101
27,2476.51,1.19239,0.58305,0.9451,0.85946,0.84135,0.91494,0.58372,1.1772,0.55821,0.98288,0.0009704,0.0009704,0.0009704
28,2560.43,1.19286,0.58371,0.94769,0.85886,0.84555,0.91571,0.58624,1.1701,0.55703,0.98468,0.0009308,0.0009308,0.0009308
29,2643.63,1.18581,0.57956,0.94425,0.86054,0.83835,0.91415,0.58431,1.17192,0.5623,0.98264,0.0008912,0.0008912,0.0008912
30,2727.21,1.18917,0.57997,0.94515,0.86414,0.8373,0.91465,0.58526,1.1741,0.55428,0.97847,0.0008516,0.0008516,0.0008516
31,2811.12,1.17567,0.57476,0.94214,0.84949,0.84873,0.91298,0.58298,1.1758,0.55548,0.98089,0.000812,0.000812,0.000812
32,2894.02,1.1727,0.5704,0.94007,0.86114,0.84296,0.91563,0.58886,1.16719,0.55418,0.97994,0.0007724,0.0007724,0.0007724
33,2977.07,1.16932,0.56777,0.94045,0.85703,0.83904,0.91328,0.58355,1.16742,0.55625,0.97643,0.0007328,0.0007328,0.0007328
34,3059.93,1.16655,0.56668,0.93911,0.85816,0.83949,0.91157,0.58303,1.17556,0.5552,0.97898,0.0006932,0.0006932,0.0006932
35,3143.78,1.16093,0.56421,0.93669,0.86295,0.83996,0.91565,0.59054,1.16356,0.54994,0.98186,0.0006536,0.0006536,0.0006536
36,3226.65,1.15123,0.55833,0.93527,0.86075,0.83889,0.9126,0.58789,1.16136,0.54836,0.98016,0.000614,0.000614,0.000614
37,3310.12,1.1546,0.55837,0.93496,0.85871,0.84403,0.91504,0.59168,1.16137,0.54321,0.98073,0.0005744,0.0005744,0.0005744
38,3394.08,1.15047,0.55517,0.93232,0.84766,0.85162,0.91389,0.59093,1.16389,0.54511,0.97856,0.0005348,0.0005348,0.0005348
39,3477.57,1.14954,0.55521,0.933,0.86356,0.83882,0.91465,0.58874,1.16149,0.54741,0.98176,0.0004952,0.0004952,0.0004952
40,3560.56,1.13746,0.5488,0.93156,0.86657,0.84113,0.91589,0.59177,1.16171,0.54556,0.98415,0.0004556,0.0004556,0.0004556
41,3664.3,1.14706,0.54177,0.94316,0.85556,0.84207,0.91306,0.59231,1.15933,0.55441,0.98702,0.000416,0.000416,0.000416
42,3747.6,1.13844,0.53843,0.93683,0.86033,0.84311,0.91565,0.59294,1.15993,0.5419,0.98213,0.0003764,0.0003764,0.0003764
43,3826.88,1.12959,0.5331,0.9343,0.86043,0.84294,0.91524,0.59497,1.15536,0.53962,0.97785,0.0003368,0.0003368,0.0003368
44,3906.12,1.12366,0.52988,0.93202,0.86627,0.83636,0.91463,0.59367,1.15459,0.54067,0.98035,0.0002972,0.0002972,0.0002972
45,3985.74,1.11918,0.52725,0.93291,0.86509,0.84011,0.91618,0.59492,1.15332,0.54164,0.9793,0.0002576,0.0002576,0.0002576
46,4064.81,1.11201,0.52307,0.92944,0.86579,0.84345,0.91713,0.59836,1.14529,0.53205,0.9752,0.000218,0.000218,0.000218
47,4144.73,1.10816,0.52026,0.92849,0.85932,0.84721,0.91702,0.59957,1.14372,0.53605,0.97616,0.0001784,0.0001784,0.0001784
48,4223.81,1.09831,0.51503,0.92317,0.86044,0.84547,0.9167,0.59717,1.14965,0.53599,0.9766,0.0001388,0.0001388,0.0001388
49,4303.69,1.09729,0.51312,0.9222,0.85745,0.84649,0.91542,0.59634,1.15098,0.53435,0.98016,9.92e-05,9.92e-05,9.92e-05
50,4383.77,1.09759,0.51243,0.92632,0.8619,0.84567,0.91631,0.59815,1.14608,0.52916,0.97763,5.96e-05,5.96e-05,5.96e-05
