epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,2215.38,1.26884,0.64239,0.95561,0.8564,0.83312,0.90967,0.56664,1.22732,0.61745,0.96802,0.0010892,0.0010892,0.0010892
25,2307.51,1.26114,0.6351,0.95141,0.8615,0.82846,0.9105,0.57278,1.21345,0.59627,0.96123,0.0010496,0.0010496,0.0010496
26,2399.82,1.26445,0.63757,0.9512,0.86244,0.83273,0.91045,0.57452,1.21418,0.60482,0.96192,0.00101,0.00101,0.00101
27,2492.46,1.25781,0.63005,0.95275,0.86852,0.83484,0.91477,0.57991,1.20351,0.58997,0.95937,0.0009704,0.0009704,0.0009704
28,2585.31,1.25391,0.62915,0.95014,0.85467,0.83304,0.9085,0.57828,1.19802,0.59441,0.95743,0.0009308,0.0009308,0.0009308
29,2677.41,1.24666,0.62396,0.94744,0.85618,0.84063,0.91444,0.57946,1.20175,0.58971,0.95852,0.0008912,0.0008912,0.0008912
30,2769.57,1.2471,0.62532,0.94798,0.85823,0.83839,0.914,0.5781,1.20253,0.59935,0.96209,0.0008516,0.0008516,0.0008516
31,2862.44,1.2446,0.62142,0.94693,0.8659,0.83432,0.91259,0.58107,1.20104,0.58449,0.95721,0.000812,0.000812,0.000812
32,2955.58,1.24627,0.62103,0.94649,0.85871,0.83761,0.91315,0.58119,1.19207,0.58098,0.95536,0.0007724,0.0007724,0.0007724
33,3048.62,1.24132,0.61807,0.94437,0.85862,0.84236,0.91725,0.58107,1.19427,0.58109,0.95402,0.0007328,0.0007328,0.0007328
34,3141.68,1.23059,0.61172,0.9412,0.86347,0.83708,0.91598,0.58141,1.19289,0.57336,0.95176,0.0006932,0.0006932,0.0006932
35,3234.25,1.23632,0.61415,0.94321,0.86537,0.83412,0.9162,0.58366,1.18832,0.5798,0.95312,0.0006536,0.0006536,0.0006536
36,3327,1.2268,0.60916,0.94066,0.86306,0.83347,0.91412,0.58175,1.19205,0.58849,0.95544,0.000614,0.000614,0.000614
37,3419.89,1.22164,0.60385,0.93861,0.86451,0.83947,0.91613,0.58456,1.18532,0.57245,0.95279,0.0005744,0.0005744,0.0005744
38,3512.74,1.21777,0.60407,0.93851,0.86768,0.83681,0.91648,0.58575,1.18229,0.57289,0.95113,0.0005348,0.0005348,0.0005348
39,3605.43,1.21762,0.60041,0.93846,0.8631,0.84011,0.91772,0.58428,1.19369,0.57648,0.95675,0.0004952,0.0004952,0.0004952
40,3698.15,1.21107,0.59776,0.93717,0.86101,0.84265,0.91675,0.58834,1.17401,0.57107,0.94939,0.0004556,0.0004556,0.0004556
41,3785.75,1.21483,0.59147,0.94574,0.85293,0.84327,0.91328,0.58069,1.19429,0.58541,0.95501,0.000416,0.000416,0.000416
42,3871.98,1.20257,0.58458,0.93911,0.85882,0.84228,0.91617,0.58642,1.18438,0.56837,0.95366,0.0003764,0.0003764,0.0003764
43,3958.23,1.19917,0.58107,0.94004,0.866,0.83954,0.91704,0.58936,1.18038,0.56674,0.95143,0.0003368,0.0003368,0.0003368
44,4044.55,1.18935,0.57656,0.9374,0.86482,0.84184,0.91652,0.58493,1.19129,0.57454,0.95433,0.0002972,0.0002972,0.0002972
45,4130.82,1.18544,0.57354,0.93666,0.86696,0.84057,0.91781,0.58815,1.17837,0.56926,0.95149,0.0002576,0.0002576,0.0002576
46,4216.98,1.17996,0.57028,0.93554,0.8615,0.84195,0.91634,0.58634,1.17876,0.56565,0.95064,0.000218,0.000218,0.000218
47,4303.28,1.17956,0.56786,0.93487,0.86466,0.84273,0.9171,0.59047,1.17124,0.56428,0.95028,0.0001784,0.0001784,0.0001784
48,4389.89,1.17135,0.56328,0.931,0.86788,0.83971,0.91775,0.5893,1.17486,0.56143,0.95035,0.0001388,0.0001388,0.0001388
49,4476.07,1.16682,0.55984,0.93066,0.86246,0.84273,0.91606,0.58763,1.17458,0.56219,0.9515,9.92e-05,9.92e-05,9.92e-05
50,4562.19,1.16319,0.55798,0.92937,0.86544,0.84032,0.91665,0.58944,1.17062,0.56274,0.95032,5.96e-05,5.96e-05,5.96e-05
